parkCode,parkName,county,state,GEOID,year,month,temp,tmax,tmin,pdsi,precip
acad,Acadia National Park,Hancock,ME,23009,2007,5,67.7,78.6,56.8,-0.91,3.78
acad,Acadia National Park,Hancock,ME,23009,2007,6,72.7,82.2,63.3,0.57,6.97
acad,Acadia National Park,Hancock,ME,23009,2007,7,75.6,85.6,65.7,0.65,3.35
acad,Acadia National Park,Hancock,ME,23009,2007,8,81.0,92.7,69.2,0.41,2.78
acad,Acadia National Park,Hancock,ME,23009,2007,9,70.6,81.0,60.1,0.92,6.65
acad,Acadia National Park,Hancock,ME,23009,2007,10,61.0,72.1,49.9,0.87,3.84
acad,Acadia National Park,Hancock,ME,23009,2007,11,48.3,60.0,36.6,0.22,1.15
acad,Acadia National Park,Hancock,ME,23009,2007,12,37.7,47.4,28.0,0.35,3.09
acad,Acadia National Park,Hancock,ME,23009,2008,1,34.7,45.9,23.6,0.54,2.62
acad,Acadia National Park,Hancock,ME,23009,2008,2,36.9,46.8,27.1,1.35,4.93
acad,Acadia National Park,Hancock,ME,23009,2008,3,47.5,59.9,35.0,2.99,10.01
acad,Acadia National Park,Hancock,ME,23009,2008,4,53.8,65.4,42.2,3.89,7.88
acad,Acadia National Park,Hancock,ME,23009,2008,5,63.9,74.9,52.8,3.54,5.42
acad,Acadia National Park,Hancock,ME,23009,2008,6,73.3,82.5,64.2,4.16,8.62
acad,Acadia National Park,Hancock,ME,23009,2008,7,76.8,87.1,66.6,4.07,4.16
acad,Acadia National Park,Hancock,ME,23009,2008,8,74.1,83.7,64.5,4.61,6.01
acad,Acadia National Park,Hancock,ME,23009,2008,9,67.1,77.4,56.7,5.6,8.51
acad,Acadia National Park,Hancock,ME,23009,2008,10,56.6,69.0,44.2,5.0,2.55
acad,Acadia National Park,Hancock,ME,23009,2008,11,45.8,56.9,34.8,4.15,1.56
acad,Acadia National Park,Hancock,ME,23009,2008,12,35.7,46.9,24.5,3.83,2.6
acad,Acadia National Park,Hancock,ME,23009,2009,1,32.4,43.6,21.3,3.42,1.83
acad,Acadia National Park,Hancock,ME,23009,2009,2,43.6,54.9,32.2,2.87,2.17
